LESSON;GROUP;SENTENCE LESSON;ORTHOGRAPHY;WORD;WORD COUNT;SECTIONS
45;4;39;Papa m'a montré son bureau.;bureau;5;
45;4;40;Le jour se lève.;lève;4;
45;5;41;Maman a cuit un oeuf dur.;cuit;6;
45;5;41;Il y a un oeuf dans mon gâteau.;oeuf;8;
45;5;39;Le veau est le petit de la vache.;la;8;
45;6;39;J'ai cassé les bocaux de confiture de mamie.;les;8;
45;6;41;Ta petite soeur peut venir aussi.;peut;6;
45;6;40;Tu es un bon élève.;élève;5;
45;7;39;Je porte le chapeau de papa et le manteau de maman.;chapeau;11;
45;7;41;Maman a cuit un oeuf dur.;un;6;
45;7;40;Le marin pêche le requin.;pêche;5;
46;1;46;Le léopard attrape le lézard dans ses crocs.;lézard;8;19 - silence
46;1;46;Le canard barbotte sur la mare.;la;6;
46;1;46;Yvan a ramé sur l'étang.;ramé;5;
46;2;46;Je me suis assis sur le tronc d'arbre.;tronc;8;
46;2;46;Les brigands s'enfuient au galop.;au;5;
46;2;46;Tu marches trop lentement.;marches;4;
46;3;46;Le léopard attrape le lézard dans ses crocs.;attrape;8;
46;3;46;Nous avons allumé des pétards.;pétards;5;
46;3;46;Le loup crie la nuit.;la;5;
46;4;46;Le canard barbotte sur la mare.;canard;6;
46;4;46;Le noeud de cravate est vert.;est;6;
46;4;46;L'oiseau est dans son nid.;son;5;
46;5;46;Je me suis assis sur le tronc d'arbre.;assis;8;
46;5;46;Je ne veux pas avoir froid.;froid;6;
46;5;46;Gaëlle est trop gourmande.;trop;4;
46;6;46;Le canard barbotte sur la mare.;sur;6;
46;6;46;Je dors sous les draps.;draps;5;
46;6;46;Les têtards sont sous l'eau.;sont;5;
46;7;46;Le léopard attrape le lézard dans ses crocs.;léopard;8;
46;7;46;"Sur la banquise, le renard est blanc.";est;7;
46;7;46;Le cheval est au galop.;au;5;
48;1;43;Les agneaux broutent sur la montagne.;sur;6;20 - gn to ecc
48;1;44;Je me cache sous la couette.;couette;6;
48;1;43;Ils grignotent des griottes.;des;4;
48;2;44;"Dans mon épuisette, j'attrape des crevettes.";mon;6;
48;2;43;Gaspard a gagné la course.;gagné;5;
48;2;43;Le loup grogne.;loup;3;
48;3;44;J'envoie une lettre à ma grand-mère.;lettre;6;
48;3;43;L'infirmière soigne le malade.;soigne;4;
48;3;43;Gladys a gagné.;a;3;
48;4;44;La belette ne grignote pas de noisettes.;ne;7;
48;4;43;La souris s'éloigne rapidement.;souris;4;
48;4;44;Je me cache sous la couette.;sous;6;
48;5;44;Nous prenons l'apéritif sur la terrasse.;prenons;6;
48;5;43;Les champignons poussent.;les;3;
48;5;44;J'envoie une lettre à ma grand-mère.;à;6;
48;6;43;Maman m'accompagne à l'école.;à;4;
48;6;44;Mon cousin s'est déguisé en squelette.;cousin;6;
48;6;43;Les agneaux sont doux.;sont;4;
48;7;44;"Dans mon épuisette, j'attrape des crevettes.";des;6;
48;7;43;Je tourne la poignée de porte.;porte;6;
48;7;43;Le rossignol chante.;chante;3;
50;1;45;L'aigle vole au-dessus de la falaise.;de;6;21 - ai to ez
50;1;45;J'ai fait un gâteau au chocolat.;fait;6;
50;1;45;La baleine fait des vagues.;vagues;5;
50;2;45;Le bébé barbotte dans la baignoire.;dans;6;
50;2;45;L'aigle vole au-dessus de la falaise.;falaise;6;
50;2;46;Je dois laver la vaisselle.;laver;5;
50;3;45;Médor boit de l'eau à la fontaine.;à;7;
50;3;45;Tu croquais la pomme.;la;4;
50;3;45;Il a de grandes ailes.;ailes;5;
50;4;46;Ne jetez pas vos papiers par terre.;jetez;7;
50;4;45;Le bateau est à quai.;bateau;5;
50;4;45;J'aime les fraises.;les;3;
50;5;45;L'escargot a mangé la laitue de papi.;laitue;7;
50;5;45;Ma maîtresse m'apprend à lire.;à;5;
50;5;46;Venez chez moi !;venez;4;
50;6;45;La reine vit dans un somptueux palais.;reine;7;
50;6;45;J'ai fait une vinaigrette pour la salade.;fait;7;
50;6;46;Il a un nez crochu.;nez;5;
50;7;46;Pouvez-vous laver les fraises pour le goûter ?;fraises;8;
50;7;46;Venez danser !;danser;3;
50;7;45;La librairie est pleine de livres.;est;6;
51;1;51;L'hippopotame barbote au bord du fleuve.;au;6;22 - silence h
51;1;51;Thibaut adore les pâtisseries au chocolat.;adore;6;
51;1;51;Hugo et Chloé se prêtent leurs jouets.;jouets;7;
51;2;51;Hugo et Chloé se prêtent leurs jouets.;leurs;7;
51;2;51;On habite dans un appartement.;habite;5;
51;2;51;L'aigle vole haut.;haut;3;
51;3;51;On habite dans un appartement.;dans;5;
51;3;51;Hugo et Chloé se prêtent leurs jouets.;prêtent;7;
51;3;51;Je mange une huitre.;huître;4;
51;4;51;L'hippopotame barbote au bord du fleuve.;bord;6;
51;4;51;Thibaut adore les pâtisseries au chocolat.;adore;6;
51;4;51;Je mange une huitre.;une;4;
51;5;51;Thibaut adore les pâtisseries au chocolat.;les;6;
51;5;51;On habite dans un appartement.;habite;5;
51;5;51;Henri est jaloux.;jaloux;3;
51;6;51;L'hippopotame barbote au bord du fleuve.;fleuve;6;
51;6;51;Hugo et Chloé se prêtent leurs jouets.;se;7;
51;6;51;Henri est jaloux.;est;3;
51;7;51;Thibaut adore les pâtisseries au chocolat.;adore;6;
51;7;51;L'hippopotame barbote au bord du fleuve.;du;6;
51;7;51;L'aigle vole haut.;haut;3;
54;1;47;La marmotte plie le papier du chocolat.;plie;7;23 - ph to g/z/
54;1;47;Martin aime parler au téléphone.;au;5;
54;1;48;Il court le furet du Bois Joli.;furet;7;
54;2;47;Médor a créé une catastrophe dans le salon.;salon;8;
54;2;48;Cassandra m'a chuchoté un secret.;un;5;
54;2;47;Maman l'a grondé.;grondé;3;
54;3;47;Le fantôme effraie les visiteurs du phare.;phare;7;
54;3;47;Le phoque est sur la banquise.;est;6;
54;3;48;J'ai sifflé dans mon sifflet.;mon;5;
54;4;47;Sophie a pris une photographie de sa mamie.;une;8;
54;4;48;Le perroquet papote sur l'épaule du pirate.;pirate;7;
54;4;47;Maman l'a grondé.;grondé;3;
54;5;48;Papi me construit un tabouret en bois.;me;7;
54;5;47;Le dauphin fait des bonds dans l'eau.;dauphin;7;
54;5;48;J'ai sifflé dans mon sifflet.;dans;5;
54;6;47;Les têtards sautent sur les nénuphars.;tétards;6;
54;6;47;Alphonse veut devenir photographe.;veut;4;
54;6;48;Il court le furet du Bois Joli.;le;7;
54;7;48;J'ai glissé en chaussettes sur le parquet.;en;7;
54;7;48;Papi me construit un tabouret en bois.;bois;7;
54;7;47;Alphonse veut devenir photographe.;devenir;4;
54;1;50;L'aigle vole haut dans le ciel.;ciel;6;
54;1;50;On vend les antiquités aux puces.;les;6;
54;1;51;Gérard est très bavard.;est;4;
54;2;51;Il va avoir un poisson rouge et noir.;rouge;8;
54;2;50;"Pendant la nuit, la cité est éclairée.";la;7;
54;2;51;Le canari chante dans sa cage.;chante;6;
54;3;50;Je mange un poulet à la sauce épicée.;sauce;8;
54;3;51;"A Paris, il y a beaucoup de pigeons.";a;8;
54;3;50;Les plumes du cygne sont douces.;du;6;
54;4;51;On fait du judo dans un gymnase.;judo;7;
54;4;50;Le cerf saute au-dessus du tronc.;saute;6;
54;4;50;Nous habitons en France.;en;4;
54;5;51;Ma chambre est au premier étage.;étage;6;
54;5;50;Je pars en vacances à la campagne.;pars;7;
54;5;50;La princesse a senti le petit pois.;senti;7;
54;6;51;Je dois porter un gilet pour jouer dehors.;gilet;8;
54;6;50;La saucisse a roulée sur le sol.;le;7;
54;6;50;Lucette remplit la brouette.;remplit;4;
54;7;50;Mon cerveau devient plus fort quand j'apprends.;devient;7;
54;7;50;Le prince embrasse la princesse.;la;5;
54;7;51;Quel âge as-tu ?;âge;4;
56;1;53;"Demain, nous allons prendre le train.";allons;6;25 - x to ain
56;1;53;Alain a vu un daim dans la forêt.;daim;8;
56;1;53;Le poulain est né ce matin.;ce;6;
56;2;53;J'ai des exercices d'écriture à faire pour demain.;demain;8;
56;2;53;"Demain, nous allons prendre le train.";train;6;
56;2;53;La graine pousse dans le sol.;pousse;6;
56;3;53;"Heureusement, on portait une ceinture de sécurité !";portait;8;
56;3;53;J'ai des exercices d'écriture à faire pour demain.;faire;8;
56;3;53;J'ai plein de copains.;plein;4;
56;4;53;"Demain, nous allons prendre le train.";prendre;6;
56;4;53;Alain a vu un daim dans la forêt.;forêt;8;
56;4;53;Le vilain petit canard.;canard;4;
56;5;53;J'ai plein de copains.;copains;4;
56;5;53;La graine pousse dans le sol.;dans;6;
56;5;53;Je peins son portrait.;peins;4;
56;6;53;J'ai des exercices d'écriture à faire pour demain.;pour;8;
56;6;53;Je peins son portrait.;peins;4;
56;6;53;Alain a vu un daim dans la forêt.;un;8;
56;7;53;La graine pousse dans le sol.;graine;6;
